id_operacion,importe_operacion,saldo_medio_cliente,num_operaciones_30d,importe_total_30d,antiguedad_cliente_meses,score_crediticio,ratio_ingresos_deuda,num_alertas_previas,dias_desde_ultima_revision,porcentaje_operaciones_internacionales,canal_operacion,tipo_cliente,pais_riesgo,producto,segmento_riesgo_cliente,riesgo_auditoria
1881,1185.62,15687.76,17,5512.44,35.0,658.0,0.423,0,116.0,0.121,web,particular,bajo,tarjeta,bajo,0
1882,2746.02,7628.31,26,19921.11,71.0,598.0,0.398,0,121.0,0.043,web,particular,bajo,tarjeta,bajo,0
1883,43.73,3797.46,14,3382.37,109.0,628.0,0.5,1,44.0,0.486,app,particular,bajo,transferencia,bajo,0
1884,3822.84,6313.44,23,49707.92,65.0,557.0,0.522,0,242.0,0.129,oficina,particular,bajo,tarjeta,bajo,0
1885,6199.76,18330.93,12,30736.17,94.0,570.0,0.231,0,122.0,0.122,app,particular,alto,transferencia,medio,1
1886,7320.25,9294.23,20,24890.82,96.0,649.0,0.407,1,1.0,0.062,app,particular,bajo,cuenta,bajo,0
1887,191.2,2280.34,14,2486.68,92.0,651.0,0.255,0,22.0,0.476,app,pyme,bajo,tarjeta,bajo,0
1888,72.03,4155.5,19,0.0,25.0,702.0,0.547,0,44.0,0.081,app,empresa,bajo,cuenta,medio,0
1889,242.23,15990.59,18,6042.19,43.0,858.0,0.173,0,69.0,0.006,cajero,particular,medio,cuenta,bajo,0
1890,822.27,35408.29,20,12701.7,110.0,699.0,0.084,0,30.0,0.412,web,pyme,medio,tarjeta,medio,0
1891,1586.25,12533.89,21,10374.26,57.0,637.0,0.359,0,47.0,0.183,app,particular,bajo,tarjeta,bajo,0
1892,397.98,66653.04,17,0.0,61.0,479.0,0.162,1,198.0,0.021,oficina,particular,bajo,cuenta,bajo,0
1893,1775.59,4823.82,12,10880.02,66.0,569.0,0.145,1,32.0,0.062,web,particular,bajo,transferencia,bajo,0
1894,488.78,12448.03,19,3768.55,125.0,829.0,0.267,1,149.0,0.029,app,particular,bajo,prestamo,bajo,0
1895,620.17,8248.47,21,6425.16,39.0,741.0,0.171,0,26.0,0.104,app,particular,bajo,inversion,bajo,0
1896,682.0,40348.24,19,7230.31,90.0,706.0,0.229,0,20.0,0.109,app,pyme,bajo,transferencia,alto,0
1897,157.71,6350.34,13,2886.14,69.0,726.0,0.248,0,35.0,0.15,web,pyme,bajo,tarjeta,bajo,0
1898,482.13,18953.92,15,1308.2,65.0,580.0,0.228,0,26.0,0.092,app,banca_privada,bajo,tarjeta,bajo,0
1899,668.05,5571.83,19,6542.26,45.0,709.0,0.133,0,101.0,0.146,app,empresa,bajo,inversion,medio,0
1900,384.04,3020.46,17,4469.77,80.0,659.0,0.101,0,5.0,0.121,app,particular,bajo,tarjeta,medio,0
1901,362.83,35093.62,20,8647.3,56.0,774.0,0.248,0,12.0,0.136,web,particular,bajo,tarjeta,alto,0
1902,936.37,5315.71,7,2260.83,115.0,667.0,0.386,0,99.0,0.189,app,particular,bajo,tarjeta,bajo,0
1903,106.57,7286.89,24,3621.97,90.0,611.0,0.231,1,333.0,0.046,cajero,particular,medio,tarjeta,bajo,1
1904,2524.26,2454.56,21,26046.25,83.0,706.0,0.385,1,78.0,0.248,app,empresa,bajo,transferencia,medio,0
1905,3796.74,15714.93,20,41080.26,102.0,642.0,0.068,1,194.0,0.039,web,particular,bajo,cuenta,medio,0
1906,525.86,1698.51,18,0.0,40.0,729.0,0.136,0,231.0,0.1,web,particular,bajo,cuenta,bajo,0
1907,1243.7,1763.41,19,0.0,136.0,681.0,0.291,1,11.0,0.288,web,particular,bajo,transferencia,alto,0
1908,1666.48,19707.56,25,19324.23,71.0,763.0,0.281,0,71.0,0.132,app,empresa,medio,transferencia,medio,0
1909,2622.52,6444.31,9,20312.15,59.0,600.0,0.533,1,101.0,0.092,oficina,particular,bajo,transferencia,bajo,0
1910,727.73,4198.62,18,7008.73,103.0,812.0,0.031,1,210.0,0.202,cajero,pyme,bajo,prestamo,medio,0
1911,2208.86,1944.89,19,11719.93,40.0,713.0,0.456,0,89.0,0.319,app,particular,bajo,tarjeta,bajo,0
1912,1596.34,10433.96,18,2088.76,63.0,682.0,0.173,0,19.0,0.21,app,particular,bajo,tarjeta,bajo,0
1913,374.38,14681.45,16,3590.26,61.0,765.0,0.182,0,35.0,0.163,cajero,particular,bajo,cuenta,bajo,0
1914,258.07,9409.0,16,3166.44,52.0,739.0,0.416,1,407.0,0.036,web,pyme,bajo,cuenta,bajo,0
1915,216.25,1047.36,10,4195.83,91.0,735.0,0.324,1,79.0,0.111,app,pyme,medio,transferencia,bajo,0
1916,134.63,19074.1,16,648.94,81.0,718.0,0.133,0,19.0,0.068,app,particular,bajo,transferencia,medio,0
1917,500.31,8530.84,14,5738.34,57.0,741.0,0.381,1,34.0,0.269,web,particular,bajo,tarjeta,medio,0
1918,894.79,3781.71,16,7784.49,112.0,659.0,0.621,0,102.0,0.364,oficina,particular,alto,tarjeta,bajo,0
1919,307.63,6837.75,25,2613.77,70.0,730.0,0.296,0,58.0,0.253,web,particular,bajo,inversion,bajo,0
1920,360.4,2050.43,17,10838.99,78.0,634.0,0.426,0,85.0,0.007,api,particular,medio,tarjeta,bajo,0
1921,208.76,11214.56,12,2063.39,83.0,613.0,0.153,0,85.0,0.175,web,particular,bajo,tarjeta,bajo,0
1922,1961.16,4852.27,15,14127.54,34.0,637.0,0.219,1,60.0,0.033,app,pyme,bajo,cuenta,bajo,0
1923,943.97,14024.97,26,7940.52,58.0,533.0,0.514,0,45.0,0.103,web,pyme,alto,tarjeta,bajo,0
1924,1300.65,9459.23,20,2483.56,53.0,575.0,0.246,1,85.0,0.202,app,pyme,bajo,tarjeta,bajo,0
1925,492.2,8119.79,22,0.0,47.0,652.0,0.342,0,58.0,0.228,app,pyme,bajo,transferencia,medio,0
1926,502.42,10784.53,13,828.32,51.0,543.0,0.371,0,173.0,0.048,app,banca_privada,bajo,tarjeta,bajo,0
1927,746.38,14099.59,14,0.0,160.0,646.0,0.464,0,21.0,0.127,app,banca_privada,bajo,tarjeta,medio,0
1928,150.23,1798.69,18,0.0,45.0,751.0,0.346,2,204.0,0.11,oficina,particular,bajo,tarjeta,medio,0
1929,741.52,16648.39,30,8125.64,104.0,652.0,0.073,1,146.0,0.082,app,particular,bajo,tarjeta,alto,0
1930,523.17,1026.69,23,4236.21,79.0,647.0,0.073,1,33.0,0.02,web,particular,alto,tarjeta,bajo,0
1931,149.93,5262.29,13,0.0,68.0,666.0,0.816,0,16.0,0.071,web,empresa,bajo,tarjeta,bajo,0
1932,397.53,24423.86,25,1533.58,50.0,457.0,0.526,0,147.0,0.106,web,particular,bajo,tarjeta,bajo,0
1933,448.5,7512.63,26,2211.1,23.0,689.0,0.316,1,218.0,0.059,oficina,particular,bajo,cuenta,bajo,0
1934,297.73,4704.21,12,0.0,44.0,739.0,0.333,0,156.0,0.257,oficina,particular,bajo,inversion,bajo,0
1935,3483.19,3769.92,14,42204.29,51.0,759.0,0.446,0,76.0,0.113,oficina,particular,bajo,tarjeta,bajo,0
1936,2456.27,1986.64,17,29210.67,59.0,638.0,0.407,0,101.0,0.278,app,particular,bajo,transferencia,bajo,0
1937,580.57,35826.68,20,879.76,115.0,804.0,0.186,0,3.0,0.188,web,pyme,bajo,transferencia,bajo,0
1938,1114.29,1357.53,22,12223.54,55.0,700.0,0.095,0,213.0,0.01,web,particular,bajo,cuenta,bajo,0
1939,505.94,1856.13,17,8060.66,8.0,763.0,0.281,0,52.0,0.307,app,pyme,alto,cuenta,medio,1
1940,687.81,1105.18,20,10101.82,92.0,652.0,0.34,0,27.0,0.097,app,particular,medio,cuenta,bajo,0
1941,1702.0,29773.94,18,19380.92,78.0,803.0,0.308,0,100.0,0.13,app,pyme,bajo,transferencia,medio,0
1942,230.24,4672.23,20,315.82,70.0,637.0,0.332,0,28.0,0.168,web,particular,bajo,tarjeta,medio,0
1943,430.28,11765.41,10,1920.67,93.0,710.0,0.221,0,48.0,0.1,app,particular,bajo,tarjeta,bajo,0
1944,790.72,11203.93,21,6368.4,67.0,682.0,0.332,0,191.0,0.101,app,banca_privada,bajo,cuenta,bajo,0
1945,221.39,10539.99,13,288.07,102.0,574.0,0.079,0,13.0,0.016,cajero,empresa,bajo,cuenta,bajo,0
1946,1066.87,6960.82,23,4234.96,95.0,811.0,0.379,0,25.0,0.015,cajero,pyme,bajo,prestamo,alto,0
1947,2766.36,7369.77,16,19186.26,79.0,651.0,0.075,0,249.0,0.124,app,empresa,bajo,transferencia,medio,0
1948,1697.29,21782.65,14,5307.27,129.0,577.0,0.268,0,138.0,0.149,cajero,particular,bajo,tarjeta,bajo,0
1949,1759.41,6223.18,21,3773.63,64.0,609.0,0.176,0,220.0,0.169,app,particular,bajo,tarjeta,bajo,0
1950,298.52,3153.51,30,2270.68,47.0,748.0,0.371,1,56.0,0.19,cajero,particular,alto,transferencia,medio,1
1951,709.14,21344.15,12,9798.79,81.0,818.0,0.299,1,41.0,0.01,api,empresa,bajo,transferencia,bajo,0
1952,2405.31,9931.48,20,4659.07,38.0,604.0,0.39,1,45.0,0.238,app,pyme,bajo,tarjeta,medio,0
1953,215.52,675.89,25,2007.37,31.0,718.0,0.628,0,12.0,0.08,oficina,banca_privada,bajo,transferencia,medio,0
1954,168.38,3816.2,26,0.0,47.0,638.0,0.234,0,111.0,0.122,api,pyme,bajo,transferencia,bajo,0
1955,749.54,4917.4,12,6033.63,65.0,480.0,0.323,1,161.0,0.111,cajero,particular,alto,tarjeta,bajo,1
1956,600.56,25918.77,15,8450.39,41.0,740.0,0.104,0,120.0,0.251,api,particular,bajo,cuenta,bajo,0
1957,2945.11,6408.0,18,13257.56,61.0,591.0,0.096,0,64.0,0.035,web,particular,bajo,tarjeta,bajo,0
1958,2550.02,2927.46,16,26948.9,21.0,739.0,0.192,1,88.0,0.265,app,particular,bajo,cuenta,bajo,0
1959,775.7,2067.5,19,4031.06,79.0,727.0,0.142,0,29.0,0.22,cajero,pyme,bajo,cuenta,bajo,0
1960,566.72,6215.03,18,755.45,63.0,642.0,0.392,0,4.0,0.05,web,particular,bajo,transferencia,bajo,0
1961,517.06,16150.33,19,7016.34,75.0,711.0,0.723,0,12.0,0.28,web,empresa,alto,transferencia,bajo,1
1962,223.01,35105.31,16,4268.61,56.0,752.0,0.368,0,38.0,0.253,app,pyme,bajo,prestamo,bajo,0
1963,377.62,1557.99,24,0.0,31.0,535.0,0.558,2,175.0,0.283,web,particular,bajo,transferencia,bajo,1
1964,170.86,7394.43,22,0.0,50.0,707.0,0.219,2,12.0,0.197,app,empresa,bajo,inversion,bajo,0
1965,574.1,4001.77,15,3447.67,141.0,721.0,0.562,0,15.0,0.017,oficina,particular,medio,prestamo,alto,0
1966,389.05,5411.46,16,3309.57,32.0,662.0,0.406,1,34.0,0.007,app,pyme,bajo,transferencia,bajo,0
1967,1290.64,2863.0,23,2815.73,78.0,814.0,0.634,2,1.0,0.079,oficina,particular,bajo,transferencia,bajo,0
1968,2256.2,1402.6,14,28549.8,111.0,698.0,0.428,2,4.0,0.074,cajero,particular,bajo,tarjeta,medio,0
1969,1247.7,8788.93,20,10775.01,26.0,869.0,0.63,0,97.0,0.044,web,particular,bajo,inversion,bajo,0
1970,1211.96,4132.77,17,0.0,105.0,805.0,0.258,1,79.0,0.167,web,particular,bajo,inversion,alto,0
1971,1943.58,13345.75,27,14389.07,89.0,836.0,0.22,2,74.0,0.197,app,pyme,bajo,tarjeta,bajo,0
1972,768.16,6752.99,14,9143.1,37.0,745.0,0.081,0,20.0,0.173,api,banca_privada,medio,prestamo,bajo,0
1973,9240.25,31071.24,15,104314.97,24.0,780.0,0.077,0,57.0,0.073,oficina,empresa,bajo,cuenta,bajo,0
1974,1589.43,21691.35,30,9893.52,127.0,659.0,0.284,0,219.0,0.414,app,particular,bajo,tarjeta,medio,0
1975,414.33,46133.71,15,5347.13,32.0,860.0,0.37,0,582.0,0.168,app,banca_privada,bajo,prestamo,bajo,0
1976,408.27,2489.71,22,3334.83,44.0,588.0,0.345,0,336.0,0.167,app,particular,bajo,cuenta,bajo,0
1977,292.44,21965.84,16,2315.98,162.0,836.0,0.081,0,158.0,0.085,web,particular,bajo,prestamo,bajo,1
1978,754.94,6881.99,25,3661.85,51.0,668.0,0.162,0,206.0,0.372,cajero,pyme,alto,tarjeta,medio,1
1979,152.53,10870.67,22,3786.31,23.0,566.0,0.269,0,90.0,0.127,oficina,empresa,bajo,cuenta,alto,1
1980,574.63,6186.72,17,7653.17,19.0,734.0,0.252,1,127.0,0.32,app,empresa,bajo,prestamo,bajo,0
1981,36.02,7246.1,27,5816.23,58.0,675.0,0.224,0,75.0,0.017,cajero,pyme,bajo,inversion,bajo,0
1982,3143.3,4205.42,12,16635.82,53.0,736.0,0.266,0,95.0,0.225,app,particular,bajo,cuenta,bajo,0
1983,657.8,22076.59,23,8512.04,33.0,848.0,0.25,0,237.0,0.198,cajero,particular,bajo,tarjeta,bajo,0
1984,12859.35,2777.05,14,65459.66,19.0,583.0,0.306,0,3.0,0.025,app,particular,bajo,cuenta,medio,0
1985,721.46,6299.19,22,9059.11,58.0,814.0,0.051,0,55.0,0.09,web,particular,bajo,cuenta,medio,0
1986,625.21,12321.66,16,10924.2,24.0,746.0,0.201,0,20.0,0.061,cajero,particular,bajo,tarjeta,bajo,0
1987,213.42,4371.94,18,3535.91,42.0,755.0,0.347,0,84.0,0.385,app,particular,bajo,tarjeta,bajo,0
1988,589.33,16626.07,16,4476.1,38.0,530.0,0.424,0,142.0,0.146,web,particular,bajo,prestamo,bajo,0
1989,6622.22,4368.44,23,62476.27,36.0,726.0,0.125,1,204.0,0.078,api,particular,bajo,tarjeta,medio,0
1990,963.87,5114.15,22,6444.2,26.0,777.0,0.367,0,11.0,0.001,app,pyme,bajo,transferencia,bajo,0
1991,2621.96,21433.19,16,31957.33,26.0,854.0,0.514,0,244.0,0.148,app,particular,medio,cuenta,alto,0
1992,768.0,3822.38,22,11031.22,80.0,550.0,0.242,0,3.0,0.109,web,particular,bajo,transferencia,bajo,0
1993,4220.18,17496.17,9,54043.48,73.0,656.0,0.155,0,14.0,0.336,app,particular,bajo,tarjeta,medio,0
1994,1893.05,12190.33,13,13985.13,14.0,900.0,0.444,0,23.0,0.125,app,pyme,bajo,cuenta,bajo,0
1995,310.69,47052.29,14,1603.41,101.0,506.0,0.056,0,676.0,0.07,web,particular,bajo,cuenta,bajo,0
1996,1452.36,3576.96,18,14204.67,34.0,782.0,0.265,0,29.0,0.106,oficina,particular,bajo,tarjeta,bajo,0
1997,2612.3,4588.54,12,19773.62,31.0,708.0,0.572,0,51.0,0.218,app,empresa,alto,transferencia,bajo,1
1998,66.8,8201.41,11,0.0,45.0,628.0,0.31,0,179.0,0.102,app,pyme,medio,tarjeta,bajo,0
1999,339.43,4628.93,18,2791.05,39.0,650.0,0.179,0,133.0,0.123,cajero,particular,bajo,tarjeta,medio,0
2000,109.51,9683.3,20,246.12,107.0,900.0,0.166,0,121.0,0.02,web,particular,bajo,transferencia,medio,0
2001,2113.68,7324.12,16,1338.19,62.0,759.0,0.109,1,272.0,0.04,cajero,particular,bajo,cuenta,medio,0
2002,1521.38,1877.97,20,11932.97,35.0,672.0,0.155,0,7.0,0.011,web,particular,bajo,prestamo,alto,0
2003,620.76,2871.43,17,3029.45,53.0,618.0,0.177,2,48.0,0.361,api,particular,bajo,cuenta,bajo,1
2004,659.5,34679.07,19,9162.71,18.0,762.0,0.167,1,500.0,0.029,web,empresa,medio,transferencia,bajo,0
2005,971.43,4083.48,20,5815.55,52.0,658.0,0.371,0,231.0,0.129,app,particular,bajo,transferencia,bajo,0
2006,1067.71,9477.18,11,3356.62,25.0,609.0,0.205,2,60.0,0.175,cajero,particular,bajo,cuenta,bajo,0
2007,11656.03,3322.99,13,98908.61,94.0,666.0,0.475,0,232.0,0.389,web,pyme,alto,cuenta,bajo,1
2008,568.9,2915.42,21,0.0,68.0,722.0,0.262,1,104.0,0.062,app,particular,bajo,transferencia,bajo,0
2009,850.08,18186.62,21,3997.89,50.0,669.0,0.499,0,22.0,0.116,app,particular,bajo,prestamo,alto,0
2010,1502.5,8037.65,6,6740.38,96.0,837.0,0.079,0,25.0,0.027,web,particular,medio,prestamo,bajo,0
2011,2190.59,2448.1,20,11633.4,61.0,754.0,0.499,1,80.0,0.123,app,particular,bajo,tarjeta,alto,0
2012,861.01,7588.05,19,9195.98,105.0,659.0,0.315,0,193.0,0.094,app,particular,bajo,cuenta,bajo,0
2013,1085.17,9217.0,16,2723.77,60.0,752.0,0.204,1,18.0,0.008,app,banca_privada,bajo,transferencia,bajo,0
2014,716.44,33976.75,16,11596.56,71.0,658.0,0.221,1,2.0,0.266,web,particular,bajo,cuenta,bajo,0
2015,546.07,808.88,19,0.0,86.0,669.0,0.636,1,24.0,0.236,app,pyme,bajo,tarjeta,bajo,0
2016,20754.97,18403.58,22,112572.58,86.0,684.0,0.086,1,64.0,0.054,web,particular,medio,tarjeta,bajo,0
2017,864.64,4216.62,20,1185.9,23.0,643.0,0.287,3,22.0,0.287,app,pyme,bajo,tarjeta,medio,1
2018,4647.17,43657.31,9,28143.85,35.0,779.0,0.298,0,120.0,0.108,app,particular,bajo,transferencia,medio,0
2019,542.51,31913.0,29,758.38,36.0,774.0,0.702,0,138.0,0.074,web,particular,alto,tarjeta,medio,0
2020,229.96,38246.39,13,0.0,65.0,600.0,0.088,0,15.0,0.055,app,particular,alto,tarjeta,bajo,0
2021,151.15,4099.48,16,2516.15,45.0,828.0,0.094,0,30.0,0.095,web,particular,medio,transferencia,medio,0
2022,511.77,1740.59,20,1253.7,20.0,726.0,0.229,0,12.0,0.106,app,particular,medio,tarjeta,bajo,0
2023,73.63,6249.29,20,0.0,34.0,502.0,0.379,0,52.0,0.039,app,particular,medio,transferencia,bajo,0
2024,3441.12,2570.4,17,11798.89,32.0,701.0,0.162,1,203.0,0.385,app,pyme,medio,transferencia,medio,1
2025,601.17,5816.93,13,0.0,136.0,735.0,0.373,0,78.0,0.132,web,particular,bajo,transferencia,bajo,0
2026,898.17,1665.03,17,8192.99,119.0,622.0,0.19,0,106.0,0.121,app,particular,bajo,cuenta,bajo,0
2027,248.18,4118.13,23,2004.05,87.0,885.0,0.264,0,72.0,0.106,oficina,empresa,bajo,cuenta,medio,0
2028,146.21,25533.08,16,3423.01,49.0,605.0,0.537,0,150.0,0.078,app,particular,bajo,tarjeta,bajo,0
2029,216.93,7863.21,24,4703.04,75.0,728.0,0.146,0,29.0,0.078,web,particular,bajo,cuenta,bajo,0
2030,2858.82,2129.14,13,2632.85,79.0,622.0,0.591,0,34.0,0.02,web,pyme,bajo,tarjeta,bajo,0
2031,2162.3,11029.87,26,12703.48,35.0,626.0,0.189,0,18.0,0.102,app,pyme,bajo,cuenta,alto,0
2032,654.33,3240.5,17,8928.59,54.0,690.0,0.617,1,51.0,0.192,web,particular,bajo,cuenta,bajo,0
2033,181.19,19948.11,15,0.0,35.0,611.0,0.345,0,318.0,0.05,app,particular,bajo,tarjeta,alto,0
2034,822.43,16139.31,22,8508.55,19.0,651.0,0.04,0,8.0,0.035,web,particular,bajo,cuenta,medio,0
2035,2942.05,11815.26,18,34250.14,65.0,624.0,0.367,0,10.0,0.195,app,particular,bajo,cuenta,bajo,0
2036,6578.41,34945.95,21,53349.6,77.0,545.0,0.525,0,247.0,0.174,oficina,pyme,bajo,transferencia,bajo,0
2037,10332.17,5020.51,19,138312.19,48.0,653.0,0.12,1,18.0,0.134,cajero,banca_privada,bajo,transferencia,bajo,0
2038,1115.68,44067.07,9,11717.72,105.0,858.0,0.152,0,44.0,0.299,app,particular,bajo,prestamo,alto,0
2039,306.89,10010.21,18,2855.57,78.0,631.0,0.158,0,21.0,0.269,web,particular,bajo,transferencia,bajo,0
2040,1007.51,13549.85,14,11979.85,30.0,675.0,0.436,0,65.0,0.072,oficina,pyme,medio,cuenta,bajo,0
2041,321.76,702.81,13,2622.3,48.0,688.0,0.291,1,39.0,0.013,app,particular,bajo,transferencia,bajo,0
2042,3056.4,5279.14,16,19441.07,22.0,829.0,0.338,1,40.0,0.337,oficina,pyme,medio,tarjeta,bajo,0
2043,3771.99,4721.48,22,4728.55,93.0,718.0,0.448,0,63.0,0.158,web,particular,medio,tarjeta,bajo,0
2044,602.55,1960.13,20,1088.91,84.0,603.0,0.424,1,106.0,0.072,cajero,particular,alto,prestamo,bajo,0
2045,1732.21,2381.33,9,18835.51,64.0,535.0,0.547,1,54.0,0.006,api,pyme,medio,transferencia,bajo,1
2046,2932.47,20433.51,23,26989.96,67.0,600.0,0.167,0,72.0,0.08,app,banca_privada,bajo,cuenta,bajo,0
2047,189.94,11666.77,16,0.0,66.0,690.0,0.157,0,82.0,0.065,web,particular,bajo,tarjeta,bajo,0
2048,2629.14,12228.13,17,3859.87,74.0,580.0,0.311,1,61.0,0.129,web,empresa,bajo,transferencia,bajo,0
2049,933.32,49690.69,20,6769.86,75.0,793.0,0.634,1,38.0,0.129,app,particular,bajo,tarjeta,bajo,0
2050,425.23,10202.36,8,1430.58,35.0,651.0,0.563,0,135.0,0.387,app,particular,bajo,tarjeta,bajo,0
2051,158.42,24684.17,15,1973.87,22.0,795.0,0.212,0,49.0,0.127,api,particular,alto,cuenta,bajo,0
2052,1146.6,8294.81,21,12562.99,85.0,647.0,0.186,1,85.0,0.098,app,particular,bajo,cuenta,medio,0
2053,1625.09,3322.55,14,14296.16,97.0,609.0,0.023,1,117.0,0.178,web,pyme,bajo,tarjeta,medio,0
2054,9293.61,6197.48,15,68785.84,97.0,597.0,0.329,1,79.0,0.451,cajero,particular,alto,tarjeta,bajo,1
2055,283.28,12098.44,9,2476.39,115.0,723.0,0.23,0,9.0,0.009,app,particular,bajo,cuenta,medio,0
2056,2913.73,1268.95,12,13550.24,112.0,788.0,0.057,0,160.0,0.035,web,particular,bajo,transferencia,medio,0
2057,3529.12,7884.22,20,12763.59,83.0,718.0,0.601,2,128.0,0.148,api,pyme,bajo,transferencia,medio,1
2058,481.46,9979.19,20,6755.15,39.0,578.0,0.299,0,22.0,0.047,web,empresa,bajo,cuenta,medio,0
2059,2375.1,2971.84,16,12707.09,22.0,687.0,0.369,0,116.0,0.079,app,particular,bajo,cuenta,medio,0
2060,152.95,1596.52,14,2817.94,44.0,665.0,0.214,0,45.0,0.037,app,particular,bajo,transferencia,bajo,0
2061,7405.84,10454.36,17,58850.23,17.0,496.0,0.177,0,180.0,0.195,cajero,banca_privada,bajo,transferencia,alto,1
2062,609.05,6806.16,27,0.0,98.0,683.0,0.118,0,96.0,0.076,app,particular,bajo,inversion,bajo,0
2063,306.63,20044.98,26,2458.53,24.0,755.0,0.174,0,33.0,0.035,web,pyme,bajo,prestamo,bajo,0
2064,685.64,7166.47,18,1134.72,59.0,819.0,0.202,1,315.0,0.076,app,particular,bajo,transferencia,bajo,0
2065,852.79,688.7,26,3854.56,57.0,750.0,0.134,0,52.0,0.281,web,empresa,bajo,cuenta,bajo,0
2066,275.97,6204.91,20,2053.34,98.0,545.0,0.234,1,127.0,0.012,cajero,particular,bajo,cuenta,medio,0
2067,3272.8,13087.82,15,26222.93,73.0,606.0,0.198,0,47.0,0.007,web,particular,medio,cuenta,bajo,0
2068,1135.86,1611.28,18,11744.2,40.0,760.0,0.495,0,188.0,0.039,api,particular,bajo,tarjeta,alto,0
2069,865.71,1213.86,16,8592.23,61.0,583.0,0.517,0,1.0,0.188,app,particular,bajo,cuenta,medio,0
2070,215.67,11876.3,16,2188.3,59.0,731.0,0.319,0,149.0,0.318,web,particular,bajo,tarjeta,alto,0
2071,1820.54,18353.43,24,4911.32,30.0,639.0,0.039,1,87.0,0.137,cajero,banca_privada,bajo,cuenta,bajo,0
2072,2230.31,4725.96,17,23644.66,51.0,675.0,0.103,0,141.0,0.278,web,particular,medio,tarjeta,bajo,0
2073,1363.24,8806.47,16,15079.16,90.0,585.0,0.586,1,26.0,0.023,app,particular,alto,transferencia,alto,1
2074,693.78,2354.09,16,0.0,63.0,710.0,0.151,2,9.0,0.24,cajero,particular,bajo,transferencia,alto,1
2075,465.61,3448.71,14,4493.87,49.0,644.0,0.327,0,171.0,0.049,app,particular,bajo,tarjeta,medio,0
2076,996.55,9563.16,23,0.0,64.0,831.0,0.163,0,42.0,0.058,web,particular,bajo,cuenta,bajo,0
2077,932.32,7297.79,14,7752.33,25.0,641.0,0.349,0,124.0,0.12,api,particular,bajo,cuenta,bajo,0
2078,2079.26,8879.45,25,4538.21,97.0,880.0,0.388,0,5.0,0.266,app,pyme,bajo,tarjeta,bajo,0
2079,1235.19,9748.6,21,8170.06,135.0,723.0,0.144,1,10.0,0.135,app,pyme,bajo,tarjeta,bajo,0
2080,100.97,62738.74,16,0.0,17.0,663.0,0.047,0,89.0,0.218,app,particular,medio,transferencia,bajo,0
2081,1239.1,338.42,23,1994.54,11.0,621.0,0.25,0,232.0,0.052,app,pyme,bajo,inversion,bajo,0
2082,450.47,11476.39,21,2622.14,60.0,664.0,0.209,0,29.0,0.035,app,particular,medio,cuenta,medio,0
2083,208.06,3470.57,13,0.0,21.0,643.0,0.461,0,14.0,0.05,web,particular,bajo,cuenta,medio,0
2084,153.59,2642.37,19,0.0,59.0,680.0,0.187,2,240.0,0.033,app,empresa,medio,cuenta,bajo,0
2085,318.84,9186.09,18,0.0,65.0,659.0,0.355,2,141.0,0.217,web,empresa,medio,transferencia,medio,1
2086,93.78,7778.95,20,509.8,77.0,814.0,0.114,0,93.0,0.027,app,particular,bajo,cuenta,medio,0
2087,529.31,13332.33,15,1386.3,59.0,742.0,0.49,0,5.0,0.054,app,particular,bajo,transferencia,medio,0
2088,2904.13,6774.3,19,31835.43,8.0,765.0,0.363,0,25.0,0.095,app,particular,bajo,tarjeta,medio,0
2089,740.99,2580.7,26,3840.56,117.0,781.0,0.389,0,29.0,0.054,oficina,particular,bajo,tarjeta,alto,0
2090,158.53,1745.03,22,2473.75,75.0,644.0,0.189,0,4.0,0.095,web,pyme,bajo,transferencia,bajo,0
2091,222.8,3359.96,17,3580.73,39.0,575.0,0.121,0,208.0,0.271,app,particular,medio,tarjeta,bajo,0
2092,10828.48,12172.03,17,26264.61,44.0,714.0,0.244,1,76.0,0.015,cajero,empresa,bajo,transferencia,bajo,0
2093,936.94,16102.87,10,12644.43,42.0,682.0,0.451,0,70.0,0.072,web,pyme,alto,cuenta,bajo,0
2094,983.83,1044.6,19,11772.23,30.0,668.0,0.123,0,82.0,0.052,app,particular,bajo,transferencia,alto,0
2095,792.03,4671.2,18,4635.7,59.0,881.0,0.352,0,167.0,0.08,cajero,empresa,bajo,transferencia,bajo,0
2096,92.38,4370.99,12,0.0,44.0,731.0,0.344,0,143.0,0.131,app,pyme,bajo,cuenta,bajo,0
2097,101.79,8109.93,18,62.31,83.0,593.0,0.693,1,233.0,0.262,app,particular,bajo,tarjeta,medio,0
2098,206.55,3038.08,23,3598.59,65.0,704.0,0.32,1,110.0,0.027,web,particular,bajo,prestamo,medio,0
2099,333.82,1335.36,18,3754.7,155.0,720.0,0.164,0,16.0,0.067,app,empresa,bajo,cuenta,bajo,0
2100,241.99,4105.54,14,7624.29,36.0,620.0,0.364,0,17.0,0.271,app,banca_privada,bajo,tarjeta,medio,0
2101,634.4,20412.36,16,8982.81,90.0,747.0,0.468,0,17.0,0.107,oficina,particular,bajo,tarjeta,bajo,0
2102,2358.07,713.01,19,6391.74,39.0,584.0,0.179,0,34.0,0.064,app,particular,bajo,transferencia,bajo,0
2103,3285.33,1845.03,18,23555.27,47.0,612.0,0.318,1,32.0,0.022,oficina,empresa,bajo,tarjeta,medio,0
