cliente_id,edad,antiguedad_cliente,ingresos_mensuales,situacion_laboral,estado_civil,nivel_estudios,provincia_riesgo,segmento_cliente,num_productos,saldo_medio_3m,limite_credito,deuda_total,cuota_mensual_prestamos,utilizacion_credito,porcentaje_ahorro,ratio_endeudamiento,retrasos_30d_12m,retrasos_60d_12m,retrasos_90d_12m,impagos_previos,consultas_credito_6m,nuevas_cuentas_12m,uso_banca_digital,alertas_fraude_12m,reclamaciones_12m,tiene_hipoteca,tiene_prestamo_personal,tiene_tarjeta_credito,tiene_seguro,score_interno,default,dias_mora_actual,recobro_gestionado,refinanciado_post
1518,24,3.9,1961.02,asalariado,viudo,medios,bajo,medio,3,1515.61,7238.64,11899.5,411.32,0.205,0.773,0.21,3,0,0,0,6,0,0.856,0,1,0,0,1,1,735,0,0,0,0
1519,47,5.3,973.59,asalariado,casado,universitarios,bajo,bajo,1,959.56,3372.11,2798.2,81.82,0.083,0.986,0.084,0,0,0,0,3,1,0.612,1,1,0,0,0,0,852,0,0,0,0
1520,34,4.0,2695.39,temporal,casado,universitarios,bajo,medio,5,3506.76,15904.79,8789.46,320.59,0.606,1.301,0.119,1,0,0,0,3,1,0.705,0,0,0,0,1,1,853,0,0,0,0
1521,33,11.7,2171.71,desempleado,casado,basicos,medio,medio,1,1802.53,7396.56,10658.65,170.51,0.488,0.83,0.079,1,1,0,0,2,1,0.84,0,0,0,0,1,1,914,0,0,0,0
1522,45,8.7,3261.22,desempleado,casado,universitarios,medio,alto,2,5481.24,8306.01,23630.74,587.05,0.269,1.681,0.18,2,2,1,0,2,4,0.661,0,1,1,0,0,1,773,0,0,0,0
1523,75,32.7,3817.01,desempleado,soltero,universitarios,alto,alto,4,2572.06,12762.01,19051.54,588.85,0.599,0.674,0.154,1,0,0,0,4,2,0.737,0,0,0,1,1,1,950,0,0,0,0
1524,22,5.8,2326.51,autonomo,casado,medios,medio,medio,2,-395.3,4551.13,0.0,0.0,0.655,-0.17,0.0,0,1,1,0,1,1,0.738,0,1,0,0,1,1,829,0,0,0,0
1525,18,1.2,2390.87,autonomo,casado,basicos,medio,medio,6,1035.48,7644.41,0.0,0.0,0.273,0.433,0.0,2,0,0,1,4,3,0.934,0,0,0,0,0,0,843,0,0,0,0
1526,43,13.1,1453.93,temporal,casado,basicos,bajo,medio,2,1828.16,6166.94,5620.36,157.14,0.172,1.257,0.108,1,0,0,0,1,0,0.911,0,1,0,0,0,0,950,0,0,0,0
1527,18,3.5,2100.49,asalariado,casado,universitarios,bajo,medio,3,4664.6,6517.65,12298.81,216.63,0.496,2.221,0.103,0,1,1,0,0,0,0.328,0,1,0,0,0,0,817,0,0,0,0
1528,40,9.3,4701.96,asalariado,casado,universitarios,medio,alto,5,8118.76,15458.04,21512.0,372.28,0.524,1.727,0.079,2,0,0,0,6,1,0.773,1,0,0,0,1,0,898,0,0,0,0
1529,18,8.0,3364.56,asalariado,soltero,universitarios,bajo,alto,1,1885.69,12019.69,16898.11,600.49,0.52,0.56,0.178,0,1,0,0,0,2,0.759,1,0,0,0,1,1,920,0,0,0,0
1530,47,10.4,2400.3,asalariado,soltero,basicos,medio,medio,5,510.27,9199.71,16483.85,233.76,0.389,0.213,0.097,0,0,0,0,1,2,0.834,0,0,0,0,1,1,950,0,0,0,0
1531,41,9.4,3931.18,asalariado,soltero,universitarios,medio,alto,3,9198.82,11290.03,24072.52,943.96,0.121,2.34,0.24,0,0,0,0,2,0,0.361,0,0,0,0,0,0,950,0,0,0,0
1532,31,6.0,2839.69,asalariado,soltero,medios,bajo,medio,2,5098.98,7668.7,18224.84,568.62,0.903,1.796,0.2,1,0,0,0,1,0,0.657,0,0,0,0,0,0,859,0,0,0,0
1533,57,21.8,3432.97,asalariado,divorciado,medios,medio,alto,4,4420.74,15480.41,15810.95,567.5,0.186,1.288,0.165,1,0,0,0,2,0,0.566,0,1,1,0,1,1,950,0,0,0,0
1534,44,12.7,2705.33,asalariado,casado,universitarios,bajo,medio,2,4544.61,8066.35,15445.49,403.24,0.519,1.68,0.149,3,0,1,0,4,0,1.0,0,0,0,0,1,0,825,0,0,0,0
1535,50,15.7,1185.43,jubilado,casado,basicos,medio,bajo,2,3213.86,2236.9,5020.0,107.3,0.436,2.711,0.091,1,2,0,0,0,0,0.719,0,1,0,1,0,0,917,0,0,0,0
1536,28,0.0,3429.18,asalariado,soltero,medios,medio,alto,1,4617.74,11455.87,15794.5,287.35,0.673,1.347,0.084,0,0,0,0,4,0,0.261,0,0,0,0,1,0,841,0,0,0,0
1537,46,15.6,6104.64,asalariado,soltero,medios,alto,alto,3,5118.38,7394.82,42671.25,1689.21,0.092,0.838,0.277,0,0,1,0,1,1,0.806,0,0,0,0,0,0,950,0,0,0,0
1538,28,6.7,2669.04,asalariado,casado,universitarios,medio,medio,3,5962.03,4420.48,16769.66,358.19,0.408,2.234,0.134,0,0,0,1,2,2,0.929,0,0,0,0,1,0,858,0,0,0,0
1539,71,8.8,1849.39,temporal,casado,universitarios,medio,medio,4,859.79,2164.95,10996.9,214.76,0.326,0.465,0.116,2,0,1,0,0,1,0.8,0,0,0,0,1,0,917,0,0,0,0
1540,53,12.3,780.48,temporal,soltero,medios,medio,bajo,4,1870.45,2146.68,2667.68,44.64,0.582,2.397,0.057,1,0,0,0,1,1,0.76,0,1,1,0,1,1,934,0,0,0,0
1541,44,10.5,1957.18,asalariado,casado,medios,bajo,medio,3,3713.15,4954.49,17314.13,617.23,0.0,1.897,0.315,1,0,0,0,2,0,0.742,0,0,0,0,1,1,908,0,0,0,0
1542,55,15.2,2953.16,desempleado,casado,universitarios,medio,medio,2,4598.11,13018.94,19264.48,218.56,0.372,1.557,0.074,2,1,0,0,2,1,0.74,0,1,1,1,1,1,938,0,0,0,0
1543,44,10.6,2258.11,desempleado,soltero,basicos,bajo,medio,1,1679.77,5210.56,15915.68,585.05,0.199,0.744,0.259,2,1,1,0,1,0,0.512,1,2,0,0,0,0,802,0,0,0,0
1544,40,2.9,3409.69,asalariado,soltero,basicos,bajo,alto,1,4968.18,10841.27,10309.68,305.0,0.216,1.457,0.089,1,0,0,0,1,0,0.739,0,0,1,0,1,0,930,0,0,0,0
1545,44,9.6,2230.37,asalariado,soltero,medios,bajo,medio,2,2148.2,4570.42,10998.09,428.08,0.16,0.963,0.192,0,0,0,0,0,0,0.716,0,1,1,0,1,1,947,0,0,0,0
1546,20,0.0,3149.5,autonomo,casado,basicos,medio,alto,3,6662.61,11789.6,15788.79,392.96,0.52,2.115,0.125,0,0,0,0,1,0,0.429,0,0,0,1,1,0,844,0,0,0,0
1547,37,7.6,2414.22,asalariado,soltero,postgrado,bajo,medio,2,1762.21,7448.99,5738.8,169.44,0.171,0.73,0.07,0,0,0,0,0,2,0.514,0,2,1,0,1,0,950,0,0,0,0
1548,45,9.7,1844.74,temporal,soltero,basicos,bajo,medio,3,1764.99,5158.3,8822.32,342.54,0.534,0.957,0.186,1,0,0,1,3,1,1.0,0,0,1,0,1,0,877,0,0,0,0
1549,33,3.6,1600.92,asalariado,divorciado,universitarios,medio,medio,3,3724.8,8864.05,1290.83,27.31,0.186,2.327,0.017,0,0,0,0,0,0,0.643,0,1,0,0,0,1,950,0,0,0,0
1550,67,15.0,5549.99,desempleado,casado,medios,medio,alto,2,3793.48,36251.14,17487.01,684.3,0.715,0.684,0.123,1,1,0,0,0,1,0.561,0,0,1,0,1,0,932,0,0,0,0
1551,38,3.6,2401.49,asalariado,soltero,basicos,bajo,medio,3,5277.55,9641.85,17373.23,295.65,0.122,2.198,0.123,1,0,1,0,1,1,0.414,0,0,0,0,1,0,887,0,0,0,0
1552,45,3.2,1297.19,temporal,soltero,universitarios,bajo,bajo,1,1390.91,2398.2,11851.91,198.05,0.628,1.072,0.153,2,0,1,0,3,1,0.738,0,0,1,0,0,0,755,0,0,0,0
1553,66,26.4,1812.93,jubilado,casado,universitarios,medio,medio,3,1629.76,6978.13,8721.15,166.88,0.37,0.899,0.092,2,0,0,0,2,0,0.751,1,0,0,0,0,0,950,0,0,0,0
1554,52,5.4,2907.58,jubilado,casado,basicos,medio,medio,5,4748.19,8103.32,4474.33,170.65,0.578,1.633,0.059,1,0,0,0,4,0,0.846,0,1,1,0,0,1,864,0,0,0,0
1555,68,10.8,1918.88,temporal,casado,universitarios,bajo,medio,1,2615.28,3716.7,5676.56,137.37,0.26,1.363,0.072,1,0,0,0,0,0,0.742,0,1,1,0,0,0,950,0,0,0,0
1556,44,2.3,2366.92,asalariado,soltero,universitarios,bajo,medio,2,364.9,12378.53,16220.0,550.81,0.271,0.154,0.233,2,0,0,0,3,1,0.919,0,0,0,1,1,0,840,0,0,0,0
1557,24,5.0,5967.74,asalariado,soltero,medios,medio,alto,5,5211.26,20294.11,42745.55,1215.88,0.279,0.873,0.204,1,1,0,0,1,1,0.542,0,1,0,0,1,0,901,0,0,0,0
1558,18,3.5,1482.11,temporal,divorciado,universitarios,alto,medio,1,633.89,5589.96,8333.71,209.83,0.416,0.428,0.142,1,0,0,0,2,1,0.719,0,0,0,1,1,1,869,0,0,0,0
1559,27,6.5,3839.97,asalariado,casado,basicos,medio,alto,5,3115.16,15763.1,9740.7,235.73,0.109,0.811,0.061,1,1,0,0,0,1,0.569,0,1,0,0,1,1,922,0,0,0,0
1560,45,10.3,3627.21,jubilado,casado,basicos,medio,alto,3,3688.72,13158.71,20356.73,758.41,0.619,1.017,0.209,1,0,0,0,2,1,1.0,0,0,0,1,0,0,897,0,0,0,0
1561,53,19.1,2023.7,asalariado,divorciado,medios,medio,medio,3,5003.27,11367.76,6630.39,226.52,0.585,2.472,0.112,0,0,0,0,1,0,0.996,0,1,0,1,1,0,950,0,0,0,0
1562,54,22.7,4583.21,autonomo,soltero,basicos,bajo,alto,3,-948.68,4669.34,14447.67,202.21,0.589,-0.207,0.044,0,1,1,1,3,1,0.947,1,1,0,0,1,0,937,0,0,0,0
1563,26,6.1,2942.99,asalariado,divorciado,basicos,medio,medio,2,2255.08,11480.91,14090.97,380.29,0.422,0.766,0.129,0,0,0,0,3,2,0.623,0,0,0,0,0,1,924,1,60,0,1
1564,34,10.5,871.37,asalariado,soltero,basicos,medio,bajo,3,1368.99,1901.33,6969.48,115.07,1.0,1.571,0.132,3,0,0,0,3,0,0.523,1,0,1,0,1,1,845,0,0,0,0
1565,47,3.4,1846.31,asalariado,casado,universitarios,bajo,medio,6,2890.71,3493.88,8484.78,109.39,0.266,1.566,0.059,0,0,0,1,2,2,0.729,0,0,0,0,1,0,913,0,0,0,0
1566,18,2.2,2774.25,asalariado,divorciado,medios,bajo,medio,6,4876.32,12385.1,8723.71,345.61,0.342,1.758,0.125,1,1,0,0,3,2,0.652,0,1,0,0,0,0,874,0,0,0,0
1567,31,12.7,2483.76,temporal,casado,medios,bajo,medio,3,4374.47,2313.11,14065.61,457.94,0.45,1.761,0.184,0,0,0,0,3,0,0.011,0,0,1,0,0,1,931,0,0,0,0
1568,45,17.6,2364.78,asalariado,viudo,medios,medio,medio,2,780.14,7815.2,19234.82,549.58,0.081,0.33,0.232,0,0,1,0,2,0,0.555,0,0,1,0,1,0,904,0,0,0,0
1569,44,16.7,700.0,asalariado,divorciado,medios,alto,bajo,1,794.93,1654.04,2515.62,60.94,0.075,1.136,0.087,1,0,0,0,0,2,0.529,0,0,0,1,1,0,929,0,0,0,0
1570,53,5.8,2637.4,temporal,soltero,universitarios,medio,medio,2,2935.61,9313.11,12208.05,330.06,0.211,1.113,0.125,3,0,0,0,5,1,0.709,1,0,1,0,1,0,865,0,0,0,0
1571,43,2.9,4344.83,asalariado,soltero,basicos,bajo,alto,2,7763.94,8375.36,27918.8,338.09,0.138,1.787,0.078,2,0,0,0,4,1,0.808,1,1,1,0,1,1,854,0,0,0,0
1572,38,5.8,1914.24,asalariado,soltero,postgrado,medio,medio,3,2504.87,4290.26,6637.92,164.15,0.83,1.309,0.086,0,0,1,0,0,1,0.931,0,0,0,1,0,1,886,0,0,0,0
1573,31,5.4,4681.8,jubilado,casado,medios,bajo,alto,2,1579.96,15352.43,28819.29,532.32,0.443,0.337,0.114,0,0,0,0,0,3,0.045,1,0,0,0,1,0,913,0,0,0,0
1574,45,23.3,3209.34,temporal,soltero,basicos,bajo,alto,1,3036.38,3379.84,10061.18,135.04,0.429,0.946,0.042,0,2,0,0,3,0,0.623,1,0,0,0,1,0,950,0,0,0,0
1575,38,16.2,3572.38,asalariado,casado,basicos,medio,alto,5,1991.23,21500.05,10333.31,399.4,0.649,0.557,0.112,0,0,0,0,1,2,0.877,0,0,1,1,1,1,950,0,0,0,0
1576,51,0.0,2785.88,jubilado,casado,universitarios,medio,medio,5,2868.68,11113.01,9592.8,320.65,0.397,1.03,0.115,0,0,1,0,2,1,0.819,0,0,0,0,1,0,806,0,0,0,0
1577,25,2.6,1084.33,autonomo,soltero,medios,bajo,bajo,4,584.41,5017.35,1979.38,28.88,0.357,0.539,0.027,0,0,0,0,1,2,0.767,0,1,0,0,1,1,903,0,0,0,0
1578,63,24.4,4777.57,asalariado,soltero,universitarios,medio,alto,3,8136.38,14336.04,31827.03,852.48,0.642,1.703,0.178,1,0,0,0,2,2,0.517,0,0,1,0,1,0,950,0,0,0,0
1579,33,9.6,2152.97,asalariado,casado,basicos,medio,medio,1,2084.7,7281.98,17492.06,362.53,0.181,0.968,0.168,0,0,0,0,2,1,0.563,0,1,0,1,1,1,890,0,0,0,0
1580,37,8.5,2867.44,asalariado,viudo,universitarios,medio,medio,4,1668.61,5881.36,9993.56,363.1,0.066,0.582,0.127,0,0,1,0,3,0,0.29,0,0,1,1,1,1,888,0,0,0,0
1581,50,2.1,1436.82,temporal,soltero,universitarios,bajo,medio,2,1959.66,4232.78,5850.68,167.46,0.646,1.364,0.117,2,1,0,0,1,1,0.73,0,0,0,0,1,0,759,0,0,0,0
1582,50,20.9,3985.1,asalariado,viudo,medios,medio,alto,4,4946.56,6397.28,30505.4,431.68,0.165,1.241,0.108,1,0,0,1,5,3,0.407,0,0,0,0,1,1,941,0,0,0,0
1583,48,21.4,2317.28,asalariado,casado,universitarios,alto,medio,6,1890.93,7123.81,6259.61,169.88,0.234,0.816,0.073,1,0,0,0,4,1,0.324,0,1,0,0,1,1,950,0,0,0,0
1584,35,10.4,2274.34,autonomo,viudo,basicos,medio,medio,2,4895.83,7996.88,11978.31,251.75,0.46,2.153,0.111,0,2,0,0,0,0,0.71,0,1,0,1,1,1,929,0,0,0,0
1585,18,2.0,2628.13,asalariado,soltero,medios,bajo,medio,3,4618.58,8570.0,12246.1,165.72,0.16,1.757,0.063,0,0,0,0,2,0,1.0,0,0,0,1,1,1,908,0,0,0,0
1586,40,2.6,1446.3,jubilado,soltero,postgrado,medio,medio,3,805.53,5172.42,6898.7,151.11,0.251,0.557,0.104,0,0,0,1,0,0,0.876,0,1,0,0,1,0,852,0,0,0,0
1587,50,3.8,2220.47,asalariado,soltero,universitarios,medio,medio,4,4371.75,2726.54,11567.03,243.77,0.458,1.969,0.11,0,0,0,0,2,0,0.592,0,0,1,0,0,0,901,0,0,0,0
1588,47,2.4,2929.48,jubilado,divorciado,basicos,medio,medio,5,4596.88,18075.4,16984.37,670.29,0.572,1.569,0.229,2,0,0,0,1,1,0.519,0,0,0,0,1,0,839,0,0,0,0
1589,53,9.0,3432.15,desempleado,casado,basicos,bajo,alto,6,-168.62,9594.46,12398.38,172.21,0.21,-0.049,0.05,2,1,1,0,0,1,0.997,0,2,0,0,1,0,861,0,0,0,0
1590,37,5.6,719.71,asalariado,soltero,universitarios,medio,bajo,5,1583.34,2558.53,5078.45,64.88,0.553,2.2,0.09,0,0,0,0,2,1,0.789,0,0,0,0,1,0,923,0,0,0,0
1591,32,12.3,3030.31,asalariado,casado,medios,bajo,alto,2,3400.98,8693.93,17289.84,276.2,0.786,1.122,0.091,0,1,0,0,2,1,0.552,0,0,0,1,1,0,950,0,0,0,0
1592,27,6.6,3003.14,temporal,casado,medios,alto,alto,3,1906.9,8468.3,20429.23,651.94,0.892,0.635,0.217,1,0,0,0,3,3,0.717,0,0,1,0,1,1,940,0,0,0,0
1593,49,10.9,2456.57,asalariado,soltero,medios,medio,medio,2,4753.53,6334.87,13991.57,292.01,0.424,1.935,0.119,0,1,0,0,4,1,0.54,0,3,1,1,1,1,950,0,0,0,0
1594,45,16.5,2225.12,desempleado,casado,universitarios,bajo,medio,4,3102.1,11661.79,9804.95,153.32,0.735,1.394,0.069,5,0,1,0,4,2,0.636,0,2,0,0,1,0,907,0,0,0,0
1595,41,16.9,1333.86,temporal,casado,postgrado,alto,bajo,1,2883.52,2628.17,9393.09,158.19,0.415,2.162,0.119,1,0,0,0,0,1,0.549,0,0,0,0,1,1,950,0,0,0,0
1596,41,10.3,2772.28,asalariado,divorciado,medios,medio,medio,2,3178.01,13146.26,1668.08,55.68,0.492,1.146,0.02,1,1,0,0,2,1,0.678,0,1,0,0,1,0,874,0,0,0,0
1597,39,7.5,1245.9,asalariado,casado,medios,alto,bajo,3,837.22,6595.65,9031.58,188.56,0.199,0.672,0.151,1,1,0,0,4,1,0.872,0,1,0,1,1,0,847,0,0,0,0
1598,37,7.9,1990.69,asalariado,soltero,medios,bajo,medio,1,2113.18,5251.51,7802.16,236.89,0.42,1.062,0.119,1,0,0,0,1,2,0.832,0,0,0,0,1,1,907,0,0,0,0
1599,50,11.3,3956.42,asalariado,soltero,basicos,medio,alto,4,1373.07,7738.01,0.0,0.0,0.18,0.347,0.0,1,0,0,0,3,0,0.798,1,1,0,0,1,0,950,0,0,0,0
1600,33,10.3,3059.59,autonomo,soltero,basicos,bajo,alto,3,3829.12,8110.64,16419.36,501.29,0.425,1.252,0.164,0,1,0,0,2,0,0.622,0,0,0,0,1,1,914,0,0,0,0
1601,60,20.8,936.57,asalariado,viudo,medios,bajo,bajo,1,2114.24,4800.29,5981.2,143.0,0.42,2.257,0.153,2,0,0,0,2,3,1.0,0,1,1,0,1,0,946,0,0,0,0
1602,60,13.7,1294.47,autonomo,casado,basicos,bajo,bajo,2,648.2,5404.3,3883.58,72.1,0.314,0.501,0.056,2,0,0,0,2,1,0.276,1,1,1,0,1,1,915,0,0,0,0
1603,63,19.5,2000.87,temporal,casado,medios,medio,medio,4,2560.89,7315.59,13594.13,437.96,0.33,1.28,0.219,1,0,0,0,3,0,0.675,0,0,0,0,1,0,950,0,0,0,0
1604,57,7.0,1219.51,asalariado,casado,medios,bajo,bajo,2,1985.88,4615.41,6637.54,178.27,0.828,1.628,0.146,2,0,0,0,2,1,0.516,0,0,1,0,1,0,808,0,0,0,0
1605,35,11.8,1942.91,asalariado,soltero,basicos,medio,medio,4,3728.15,2771.86,8892.66,177.76,0.159,1.919,0.091,0,0,0,0,3,1,0.325,0,0,1,0,1,0,950,1,30,0,0
1606,53,12.3,2144.43,temporal,divorciado,basicos,alto,medio,3,2239.95,1771.26,14351.75,402.0,0.26,1.045,0.187,2,0,0,0,3,0,0.677,0,1,0,1,0,0,943,0,0,0,0
1607,41,0.6,8902.33,temporal,casado,universitarios,bajo,alto,2,171.95,28174.19,40975.82,1566.95,0.189,0.019,0.176,1,0,0,0,2,1,0.446,0,0,1,1,0,0,884,0,0,0,0
1608,43,4.2,938.58,jubilado,soltero,universitarios,medio,bajo,3,1224.93,4631.32,4994.45,186.56,0.351,1.305,0.199,0,0,0,0,1,2,0.531,0,0,0,1,0,0,872,0,0,0,0
1609,48,11.0,3590.22,asalariado,soltero,medios,alto,alto,1,2421.19,12523.88,25475.85,835.21,0.348,0.674,0.233,2,0,0,0,2,0,0.754,0,0,0,1,0,1,889,0,0,0,0
1610,39,11.0,1400.62,autonomo,casado,postgrado,bajo,medio,4,3634.4,5631.77,4993.72,121.83,0.53,2.595,0.087,0,0,0,0,3,1,0.928,0,0,1,1,1,0,950,0,0,0,0
1611,42,22.3,2170.61,autonomo,casado,medios,medio,medio,3,4057.67,10761.39,11874.25,130.18,0.613,1.869,0.06,0,0,0,0,2,0,0.844,1,0,1,0,1,1,950,0,0,0,0
1612,51,24.2,1967.28,asalariado,soltero,universitarios,bajo,medio,3,3014.7,5856.46,0.0,0.0,0.276,1.532,0.0,1,0,0,0,1,1,0.659,0,0,0,0,1,1,950,0,0,0,0
1613,53,6.7,1266.16,autonomo,casado,universitarios,bajo,bajo,2,2293.99,4155.18,10317.15,383.83,0.095,1.812,0.303,0,0,0,0,3,0,0.399,0,1,0,0,1,1,869,0,0,0,0
1614,51,11.9,1060.15,asalariado,soltero,basicos,medio,bajo,6,1978.89,5214.4,7383.41,126.61,0.123,1.867,0.119,0,0,0,0,1,2,0.538,0,1,0,1,0,1,950,0,0,0,0
1615,72,25.9,2366.99,asalariado,soltero,medios,bajo,medio,6,1246.63,9145.23,10208.83,169.82,0.245,0.527,0.072,0,0,0,0,1,0,0.368,0,0,0,1,1,1,950,0,0,0,0
1616,68,23.8,4063.82,autonomo,casado,basicos,alto,alto,2,4479.99,14921.9,18601.1,339.6,0.237,1.102,0.084,2,0,0,0,1,1,0.587,0,0,1,0,1,0,950,0,0,0,0
1617,43,10.8,1736.28,asalariado,viudo,medios,medio,medio,4,2372.46,6144.76,12261.57,187.18,0.496,1.366,0.108,0,0,0,0,0,1,0.982,0,1,1,0,1,1,950,0,0,0,0
1618,44,10.5,2004.08,asalariado,casado,universitarios,bajo,medio,2,2664.51,6732.38,4230.26,165.59,0.217,1.33,0.083,0,0,0,0,2,0,0.615,1,0,0,0,1,1,902,0,0,0,0
1619,47,6.6,3687.21,asalariado,casado,medios,medio,alto,1,7358.66,6291.39,27055.49,429.41,0.06,1.996,0.116,1,0,0,0,3,1,0.611,0,0,0,1,0,1,908,0,0,0,0
1620,50,20.3,1983.32,asalariado,casado,universitarios,bajo,medio,6,1251.54,7783.99,10224.06,154.53,0.517,0.631,0.078,0,0,0,0,0,2,0.626,0,0,1,1,1,0,950,0,0,0,0
1621,61,26.0,2008.67,desempleado,casado,medios,bajo,medio,3,1125.94,4072.61,8770.52,141.59,0.243,0.561,0.07,1,2,0,0,1,1,0.783,0,2,0,1,1,0,950,0,0,0,0
1622,34,3.4,4917.86,temporal,casado,universitarios,bajo,alto,2,12618.09,18610.59,25272.23,543.7,0.097,2.566,0.111,2,0,0,0,0,0,0.569,0,0,0,0,1,0,889,0,0,0,0
1623,35,8.8,3114.39,desempleado,casado,basicos,alto,alto,5,2041.78,18303.97,14587.31,529.35,0.456,0.656,0.17,3,2,0,0,1,1,0.894,0,1,0,0,1,0,824,0,0,0,0
1624,41,2.5,3862.51,temporal,casado,basicos,medio,alto,1,5301.93,15081.11,21557.29,611.6,0.38,1.373,0.158,2,0,0,0,3,0,0.683,0,0,0,0,1,1,841,0,0,0,0
1625,78,19.5,1800.44,autonomo,casado,universitarios,medio,medio,3,2540.35,3673.93,9933.53,184.0,0.535,1.411,0.102,2,0,0,0,0,3,0.818,1,0,1,1,1,0,950,0,0,0,0
1626,58,4.1,2216.67,temporal,divorciado,medios,medio,medio,1,3322.86,9950.55,7826.76,243.25,0.558,1.499,0.11,2,0,0,0,0,0,0.936,0,0,0,0,0,0,886,0,0,0,0
1627,23,0.0,3665.59,autonomo,casado,medios,medio,alto,2,3331.81,17876.86,17367.84,270.58,0.141,0.909,0.074,2,0,0,0,0,2,0.473,0,2,0,0,0,0,866,0,0,0,0
1628,44,16.6,3601.94,temporal,viudo,postgrado,medio,alto,2,10053.06,11069.72,9311.11,182.23,0.88,2.791,0.051,2,1,0,0,2,1,0.446,0,1,1,0,1,0,950,0,0,0,0
1629,20,7.0,2757.61,autonomo,casado,medios,medio,medio,1,3892.74,9403.93,6069.58,177.23,0.282,1.412,0.064,0,0,0,0,0,0,0.821,0,0,0,1,1,1,943,0,0,0,0
1630,47,6.3,1453.5,autonomo,casado,basicos,medio,medio,2,2418.02,3449.32,9645.06,325.4,0.814,1.664,0.224,0,1,0,0,5,1,0.772,0,0,0,1,1,0,752,0,0,0,0
1631,40,13.5,1666.1,asalariado,soltero,postgrado,medio,medio,5,2451.66,7407.12,8635.02,295.69,0.283,1.471,0.177,2,0,0,0,4,2,0.203,0,1,0,0,1,1,950,0,0,0,0
1632,58,8.7,4484.04,asalariado,casado,universitarios,medio,alto,2,7040.71,13276.78,33660.75,757.94,0.453,1.57,0.169,1,0,0,1,3,0,0.379,0,1,1,0,1,1,817,0,0,0,0
1633,58,15.8,3267.08,asalariado,casado,universitarios,bajo,alto,2,6926.88,6585.95,21057.18,439.99,0.831,2.12,0.135,1,0,0,1,0,0,0.821,0,1,1,0,1,0,881,0,0,0,0
1634,63,7.5,4235.61,temporal,soltero,medios,bajo,alto,3,6487.24,20997.5,30034.22,758.88,0.512,1.532,0.179,0,0,0,0,2,2,0.628,1,0,1,0,1,0,888,0,0,0,0
1635,47,6.2,2310.09,asalariado,soltero,universitarios,bajo,medio,6,4176.36,11757.09,13105.39,496.49,0.436,1.808,0.215,0,0,0,0,2,1,0.704,0,1,0,0,1,1,942,0,0,0,0
1636,50,8.2,3110.83,jubilado,soltero,basicos,bajo,alto,1,8351.21,14445.26,20324.63,529.65,0.072,2.685,0.17,0,0,0,0,1,0,0.565,0,2,0,0,1,1,950,0,0,0,0
1637,57,14.3,2250.72,temporal,casado,universitarios,bajo,medio,1,3549.07,8226.77,8358.28,320.33,0.718,1.577,0.142,2,0,0,0,2,0,0.408,0,0,0,0,1,1,950,0,0,0,0
1638,50,17.4,700.0,autonomo,divorciado,universitarios,medio,bajo,1,1866.23,2955.97,4186.2,148.53,0.222,2.666,0.212,0,0,0,0,1,0,0.865,0,2,1,1,0,0,950,0,0,0,0
1639,33,5.2,2678.5,autonomo,soltero,postgrado,medio,medio,3,1900.63,12247.91,18981.52,438.55,0.138,0.71,0.164,1,0,0,0,2,0,0.502,0,1,0,0,1,1,948,0,0,0,0
1640,32,4.5,2185.06,temporal,soltero,universitarios,bajo,medio,2,705.5,6066.51,6884.74,250.08,0.793,0.323,0.114,2,0,0,0,1,2,0.459,1,0,0,1,1,0,834,0,0,0,0
1641,49,18.6,6512.16,asalariado,divorciado,medios,medio,alto,2,14172.35,4024.3,21600.71,379.71,0.092,2.176,0.058,1,0,0,0,1,1,0.578,0,1,0,1,1,1,950,0,0,0,0
1642,23,1.3,3388.14,asalariado,soltero,basicos,medio,alto,4,9400.99,3947.13,7742.69,265.81,0.655,2.775,0.078,1,0,0,0,4,1,0.63,0,0,0,1,1,1,812,0,0,0,0
1643,63,10.0,3906.72,jubilado,casado,universitarios,alto,alto,3,2345.34,2797.69,11944.28,175.37,0.328,0.6,0.045,1,1,0,0,2,0,0.299,0,1,1,0,1,0,915,0,0,0,0
1644,31,8.0,1274.89,temporal,soltero,universitarios,bajo,bajo,4,557.03,1701.95,7321.09,278.9,0.083,0.437,0.219,1,1,0,0,3,0,0.815,0,1,0,0,1,0,892,0,0,0,0
1645,57,25.1,1459.53,autonomo,divorciado,basicos,bajo,medio,6,1927.71,6883.57,10071.53,117.9,0.425,1.321,0.081,0,0,0,0,2,0,0.629,1,0,0,0,1,0,950,0,0,0,0
1646,40,7.9,2932.54,autonomo,casado,universitarios,alto,medio,4,3639.8,9769.4,17411.1,657.02,0.33,1.241,0.224,1,0,0,0,1,0,0.438,0,1,1,1,1,0,950,0,0,0,0
1647,24,7.4,3297.33,desempleado,casado,medios,bajo,alto,1,1264.51,12421.85,15314.77,600.55,0.569,0.383,0.182,1,2,0,0,1,0,0.578,0,0,0,1,1,1,830,0,0,0,0
1648,45,4.7,2176.75,autonomo,divorciado,medios,medio,medio,2,821.04,3838.84,11277.78,381.31,0.068,0.377,0.175,1,1,0,0,5,2,0.798,1,0,1,0,1,0,828,0,0,0,0
